full_name,Pokémon,Sim_Score,#,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,HP_scale,Attack_scale,Defense_scale,Sp. Attack_scale,Sp. Defense_scale,Speed_scale,ip_g,era,whip,k_pct,bb_pct,avg_velocity,ip_g_scale,era_scale,whip_scale,k_pct_scale,bb_pct_scale,avg_velocity_scale
Evan Phillips,Starmie,26.3,121,60,75,85,100,85,115,0.44621513944223107,0.5557768924302788,0.7629482071713147,0.8784860557768924,0.7729083665338645,0.9661354581673307,0.9572649572649573,2.41,0.83,31.4,6.4,96.4,0.16179775280898875,0.9,0.9932584269662922,0.9146067415730337,0.7775280898876404,0.8662921348314607
Danny Coulombe,Parasect,1.2,47,60,95,80,60,80,30,0.44621513944223107,0.8207171314741036,0.7091633466135459,0.4581673306772908,0.6992031872509961,0.08565737051792828,0.8333333333333334,2.70,1.05,30.1,5.1,91.1,0.014606741573033709,0.8550561797752809,0.8573033707865169,0.8853932584269663,0.9033707865168539,0.10898876404494381
Andrew Nardi,Magneton,37.1,82,50,60,95,120,70,70,0.2868525896414343,0.3565737051792829,0.8346613545816733,0.9701195219123506,0.5657370517928287,0.5737051792828686,0.8943089430894309,3.19,1.12,32.2,7.4,94.6,0.06292134831460675,0.7235955056179775,0.7224719101123596,0.9415730337078652,0.6348314606741573,0.5943820224719101
Joe Ryan,Slowking,76.8,199,95,75,80,100,110,30,0.8904382470119522,0.5557768924302788,0.7091633466135459,0.8784860557768924,0.9442231075697212,0.08565737051792828,5.916666666666666,3.88,1.05,29.4,4.6,92.4,0.949438202247191,0.5528089887640449,0.8573033707865169,0.8651685393258427,0.9404494382022472,0.2393258426966292
Josh Hader,Cloyster,40.0,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.9487179487179487,0.97,0.95,37.4,12.9,96.1,0.14382022471910114,0.9910112359550561,0.9584269662921349,0.9831460674157303,0.07528089887640455,0.8404494382022472
Jeff Hoffman,Cloyster,33.1,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,1.1666666666666667,2.81,0.97,33.3,8.8,97.1,0.3685393258426966,0.8292134831460674,0.946067415730337,0.9595505617977528,0.4382022471910112,0.9123595505617977
Mark Leiter Jr.,Magcargo,28.2,219,50,50,120,80,80,30,0.2868525896414343,0.24900398406374502,0.9581673306772909,0.6952191235059761,0.6992031872509961,0.08565737051792828,1.0,3.38,1.00,32.3,7.9,91.2,0.23370786516853934,0.655056179775281,0.9157303370786517,0.946067415730337,0.5606741573033708,0.11685393258426967
Steven Okert,Cloyster,42.4,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.875,3.34,1.06,34.3,10.0,93.6,0.04719101123595506,0.6707865168539326,0.8348314606741574,0.9640449438202248,0.2853932584269663,0.43258426966292135
Brock Stewart,Cloyster,35.9,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,1.0266666666666666,0.70,1.01,35.4,11.1,97.3,0.2606741573033708,0.9977528089887641,0.9067415730337078,0.9696629213483146,0.1685393258426966,0.9247191011235955
Adbert Alzolay,Kingdra,53.0,230,75,95,95,95,95,85,0.6852589641434262,0.8207171314741036,0.8346613545816733,0.8326693227091634,0.8446215139442231,0.7310756972111554,1.1666666666666667,2.57,0.98,28.0,4.3,95.1,0.3685393258426966,0.8797752808988764,0.9348314606741573,0.8044943820224719,0.9606741573033708,0.6966292134831461
Taj Bradley,Venomoth,63.8,49,70,65,60,90,75,90,0.6254980079681275,0.44621513944223107,0.4362549800796813,0.796812749003984,0.6235059760956175,0.7928286852589641,4.738095238095238,5.29,1.39,30.6,7.2,96.1,0.6584269662921348,0.202247191011236,0.31685393258426964,0.8943820224719101,0.6640449438202247,0.8404494382022472
A.J. Puk,Mr. Mime,65.0,122,40,45,65,100,120,90,0.15139442231075698,0.17330677290836655,0.5039840637450199,0.8784860557768924,0.9701195219123506,0.7928286852589641,0.9583333333333334,4.40,1.17,27.8,4.5,95.7,0.16404494382022472,0.41348314606741576,0.6404494382022472,0.7955056179775281,0.9483146067415731,0.7696629213483146
Ryan Pressly,Weezing,31.4,110,65,90,120,85,70,60,0.549800796812749,0.7709163346613546,0.9581673306772909,0.7529880478087649,0.5657370517928287,0.44621513944223107,1.0075757575757576,2.84,0.90,28.5,5.2,94.6,0.2449438202247191,0.8224719101123595,0.9808988764044944,0.8325842696629213,0.8977528089887641,0.5943820224719101
Devin Williams,Cloyster,62.0,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.9824561403508772,1.69,0.99,35.4,12.2,94.1,0.20224719101123595,0.9719101123595506,0.9224719101123595,0.9696629213483146,0.101123595505618,0.5123595505617977
Pablo López,Politoed,64.8,186,90,75,75,90,100,70,0.8346613545816733,0.5557768924302788,0.6314741035856574,0.796812749003984,0.8924302788844621,0.5737051792828686,6.083333333333334,4.22,1.15,30.2,7.0,95.0,0.9730337078651685,0.4595505617977528,0.6741573033707865,0.8876404494382022,0.701123595505618,0.6730337078651686
Jesse Chavez,Weezing,9.9,110,65,90,120,85,70,60,0.549800796812749,0.7709163346613546,0.9581673306772909,0.7529880478087649,0.5657370517928287,0.44621513944223107,0.9354838709677419,1.55,1.03,30.8,7.7,91.0,0.12134831460674157,0.9752808988764045,0.8898876404494382,0.9,0.5853932584269663,0.10224719101123596
Braxton Garrett,Slowking,67.1,199,95,75,80,100,110,30,0.8904382470119522,0.5557768924302788,0.7091633466135459,0.8784860557768924,0.9442231075697212,0.08565737051792828,5.0,4.32,1.19,26.7,3.8,90.0,0.7157303370786516,0.4370786516853933,0.6202247191011236,0.7258426966292135,0.9696629213483146,0.058426966292134834
Gabe Speier,Wartortle,15.5,8,59,63,80,65,80,58,0.40239043824701193,0.39243027888446214,0.7091633466135459,0.5398406374501992,0.6992031872509961,0.4203187250996016,0.7833333333333333,4.31,0.96,26.1,3.4,94.0,0.0044943820224719105,0.44157303370786516,0.9516853932584269,0.6910112359550562,0.9876404494382023,0.49887640449438203
Tyler Mahle,Bellossom,86.6,182,75,80,85,90,100,50,0.6852589641434262,0.6254980079681275,0.7629482071713147,0.796812749003984,0.8924302788844621,0.3247011952191235,5.133333333333334,3.16,1.05,27.5,4.9,92.6,0.7539325842696629,0.7314606741573033,0.8573033707865169,0.7808988764044944,0.9179775280898876,0.28314606741573034
Robert Stephenson,Seadra,41.0,117,55,65,95,95,45,85,0.35856573705179284,0.44621513944223107,0.8346613545816733,0.8326693227091634,0.1952191235059761,0.7310756972111554,0.8425925925925926,4.15,1.15,33.1,10.5,96.7,0.017977528089887642,0.47415730337078654,0.6741573033707865,0.9573033707865168,0.22359550561797747,0.8898876404494382
Chris Sale,Politoed,80.5,186,90,75,75,90,100,70,0.8346613545816733,0.5557768924302788,0.6314741035856574,0.796812749003984,0.8924302788844621,0.5737051792828686,5.363636363636363,4.58,1.19,28.5,6.0,94.5,0.8056179775280898,0.36853932584269666,0.6202247191011236,0.8325842696629213,0.8382022471910112,0.5786516853932584
Joe Kelly,Gengar,53.6,94,60,65,60,130,75,110,0.44621513944223107,0.44621513944223107,0.4362549800796813,0.9900398406374502,0.6235059760956175,0.9482071713147411,0.9655172413793104,4.82,1.25,30.8,8.3,98.9,0.1752808988764045,0.30000000000000004,0.5314606741573034,0.9,0.5067415730337079,0.9831460674157303
John Brebbia,Cloyster,49.9,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.9885057471264368,3.14,1.08,31.0,8.6,94.3,0.20898876404494382,0.7460674157303371,0.798876404494382,0.9056179775280899,0.45842696629213486,0.5426966292134832
Carlos Hernández,Starmie,86.7,121,60,75,85,100,85,115,0.44621513944223107,0.5557768924302788,0.7629482071713147,0.8784860557768924,0.7729083665338645,0.9661354581673307,1.170731707317073,3.75,1.02,29.2,6.8,99.0,0.37303370786516854,0.5865168539325842,0.8966292134831461,0.8573033707865169,0.7269662921348314,0.9876404494382023
Camilo Doval,Cloyster,34.4,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,1.0,2.40,1.04,32.1,9.8,98.1,0.23370786516853934,0.9056179775280899,0.8786516853932584,0.9370786516853933,0.31123595505617974,0.9584269662921349
Nick Lodolo,Blissey,48.8,242,255,10,10,75,135,55,1.0,0.01195219123505976,0.00796812749003984,0.647410358565737,0.9840637450199203,0.38247011952191234,4.904761904761905,6.29,1.75,28.3,6.0,93.2,0.7033707865168539,0.08876404494382018,0.04719101123595504,0.8224719101123595,0.8382022471910112,0.37191011235955057
Will Smith,Weezing,34.8,110,65,90,120,85,70,60,0.549800796812749,0.7709163346613546,0.9581673306772909,0.7529880478087649,0.5657370517928287,0.44621513944223107,1.0,2.75,0.81,28.1,5.9,92.6,0.23370786516853934,0.8359550561797753,0.9955056179775281,0.8101123595505618,0.849438202247191,0.28314606741573034
Zack Wheeler,Tentacruel,69.1,73,80,70,65,80,120,100,0.7470119521912351,0.50199203187251,0.5039840637450199,0.6952191235059761,0.9701195219123506,0.896414342629482,5.859649122807017,4.04,1.16,26.9,4.7,95.9,0.9393258426966292,0.5044943820224719,0.6561797752808989,0.744943820224719,0.9314606741573034,0.8123595505617978
Jhoan Duran,Cloyster,27.7,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,1.0952380952380953,2.11,1.02,31.8,9.7,101.9,0.3292134831460674,0.9348314606741573,0.8966292134831461,0.9280898876404494,0.33370786516853934,1.0
Zach Eflin,Lapras,53.6,131,130,85,80,85,95,60,0.9780876494023905,0.7290836653386454,0.7091633466135459,0.7529880478087649,0.8446215139442231,0.44621513944223107,5.912280701754386,3.36,0.99,25.7,3.6,92.3,0.946067415730337,0.6640449438202247,0.9224719101123595,0.6629213483146067,0.9797752808988764,0.22359550561797753
Shohei Ohtani,Pidgeot,28.7,18,83,80,75,70,70,91,0.7768924302788844,0.6254980079681275,0.6314741035856574,0.603585657370518,0.5657370517928287,0.8227091633466136,5.87719298245614,3.71,1.12,32.2,10.2,96.9,0.9415730337078652,0.6,0.7224719101123596,0.9415730337078652,0.26179775280898876,0.9067415730337078
Andrew Chafin,Unown,23.3,201,48,72,48,72,48,48,0.24900398406374502,0.5239043824701195,0.2410358565737052,0.6294820717131474,0.2350597609561753,0.29282868525896416,0.8083333333333333,3.06,1.30,32.8,10.9,92.1,0.006741573033707865,0.7730337078651686,0.45280898876404496,0.952808988764045,0.1853932584269663,0.19662921348314608
Jesús Luzardo,Typhlosion,80.3,157,78,84,78,109,85,100,0.7151394422310757,0.6992031872509961,0.6653386454183267,0.9262948207171314,0.7729083665338645,0.896414342629482,5.666666666666666,3.34,1.16,28.3,6.5,96.8,0.8853932584269663,0.6707865168539326,0.6561797752808989,0.8224719101123595,0.7629213483146067,0.898876404494382
Dauri Moreta,Seadra,59.6,117,55,65,95,95,45,85,0.35856573705179284,0.44621513944223107,0.8346613545816733,0.8326693227091634,0.1952191235059761,0.7310756972111554,1.0077519379844961,3.32,1.13,33.0,11.2,95.0,0.24719101123595505,0.6820224719101123,0.7089887640449438,0.9550561797752809,0.16179775280898878,0.6730337078651686
Shawn Armstrong,Kingdra,45.1,230,75,95,95,95,95,85,0.6852589641434262,0.8207171314741036,0.8346613545816733,0.8326693227091634,0.8446215139442231,0.7310756972111554,1.5111111111111113,0.79,0.88,26.4,4.6,94.3,0.46179775280898877,0.9955056179775281,0.9876404494382023,0.7078651685393258,0.9404494382022472,0.5426966292134832
Hunter Greene,Girafarig,49.9,203,70,80,65,90,65,85,0.6254980079681275,0.6254980079681275,0.5039840637450199,0.796812749003984,0.48804780876494025,0.7310756972111554,5.238095238095238,3.93,1.35,31.4,9.7,98.6,0.7820224719101123,0.5393258426966292,0.3865168539325843,0.9146067415730337,0.33370786516853934,0.9741573033707865
Kenta Maeda,Porygon,74.6,137,65,60,70,85,75,40,0.549800796812749,0.3565737051792829,0.5717131474103586,0.7529880478087649,0.6235059760956175,0.18725099601593626,4.703703703703704,5.10,1.25,28.6,6.9,90.3,0.6494382022471911,0.23820224719101124,0.5314606741573034,0.8359550561797753,0.7168539325842697,0.06853932584269663
James Paxton,Golduck,73.7,55,80,82,78,95,80,85,0.7470119521912351,0.6752988047808764,0.6653386454183267,0.8326693227091634,0.6992031872509961,0.7310756972111554,5.363636363636363,3.51,1.03,28.8,7.2,95.6,0.8056179775280898,0.6325842696629214,0.8898876404494382,0.8426966292134831,0.6640449438202247,0.7561797752808989
Tyler Alexander,Corsola,64.6,222,55,55,85,65,85,35,0.35856573705179284,0.3047808764940239,0.7629482071713147,0.5398406374501992,0.7729083665338645,0.1394422310756972,1.76,4.50,1.11,24.3,2.8,89.9,0.4898876404494382,0.3921348314606742,0.7325842696629213,0.5887640449438202,0.9955056179775281,0.051685393258426963
Bryan Woo,Venomoth,83.6,49,70,65,60,90,75,90,0.6254980079681275,0.44621513944223107,0.4362549800796813,0.796812749003984,0.6235059760956175,0.7928286852589641,4.75,4.74,1.26,28.8,7.4,95.2,0.6696629213483146,0.3202247191011236,0.5112359550561798,0.8426966292134831,0.6348314606741573,0.7044943820224719
Clayton Kershaw,Slowbro,51.3,80,95,75,110,100,80,30,0.8904382470119522,0.5557768924302788,0.9203187250996016,0.8784860557768924,0.6992031872509961,0.08565737051792828,5.958333333333333,2.55,1.05,27.7,6.3,91.2,0.9595505617977528,0.8853932584269663,0.8573033707865169,0.7898876404494382,0.801123595505618,0.11685393258426967
Luis Castillo,Mew,87.7,151,100,100,100,100,100,100,0.9223107569721115,0.8605577689243028,0.8764940239043825,0.8784860557768924,0.8924302788844621,0.896414342629482,5.916666666666666,3.04,1.05,27.7,6.3,96.2,0.949438202247191,0.7831460674157303,0.8573033707865169,0.7898876404494382,0.801123595505618,0.8505617977528089
Tim Mayza,Kabutops,0.0,141,60,115,105,65,70,80,0.44621513944223107,0.9382470119521913,0.9043824701195219,0.5398406374501992,0.5657370517928287,0.6713147410358565,0.7424242424242423,1.10,1.04,26.2,4.8,93.2,0.0022471910112359553,0.9887640449438202,0.8786516853932584,0.697752808988764,0.9235955056179775,0.37191011235955057
Jordan Romano,Raichu,40.6,26,60,90,55,90,80,100,0.44621513944223107,0.7709163346613546,0.3565737051792829,0.796812749003984,0.6992031872509961,0.896414342629482,0.9593495934959351,2.97,1.17,29.4,8.0,96.6,0.16741573033707866,0.797752808988764,0.6404494382022472,0.8651685393258427,0.550561797752809,0.8831460674157303
Eduardo Rodriguez,Tyranitar,62.6,248,100,134,110,95,100,61,0.9223107569721115,0.99800796812749,0.9203187250996016,0.8326693227091634,0.8924302788844621,0.4701195219123506,5.976190476190476,2.69,0.97,26.8,5.5,92.3,0.9685393258426966,0.8595505617977528,0.946067415730337,0.7348314606741573,0.8775280898876404,0.22359550561797753
Ryan Helsley,Seadra,42.7,117,55,65,95,95,45,85,0.35856573705179284,0.44621513944223107,0.8346613545816733,0.8326693227091634,0.1952191235059761,0.7310756972111554,1.1363636363636365,3.24,1.16,32.0,10.7,99.6,0.350561797752809,0.697752808988764,0.6561797752808989,0.9337078651685393,0.19999999999999996,0.9955056179775281
Alex Vesia,Gastly,85.2,92,30,35,30,100,35,80,0.04183266932270916,0.09163346613545817,0.055776892430278883,0.8784860557768924,0.09163346613545817,0.6713147410358565,0.8222222222222223,6.20,1.99,32.0,10.7,94.4,0.011235955056179775,0.10449438202247197,0.00786516853932584,0.9337078651685393,0.19999999999999996,0.5617977528089888
Joe Jiménez,Arbok,47.7,24,60,85,69,65,79,80,0.44621513944223107,0.7290836653386454,0.5378486055776892,0.5398406374501992,0.6533864541832669,0.6713147410358565,0.9901960784313725,2.94,1.16,28.2,7.0,95.0,0.21348314606741572,0.8078651685393259,0.6561797752808989,0.8146067415730337,0.701123595505618,0.6730337078651686
Logan Webb,Muk,66.8,89,105,105,75,65,100,50,0.9442231075697212,0.8944223107569721,0.6314741035856574,0.5398406374501992,0.8924302788844621,0.3247011952191235,6.65,3.11,1.08,25.5,4.4,92.3,1.0,0.7550561797752808,0.798876404494382,0.6573033707865169,0.9539325842696629,0.22359550561797753
Keynan Middleton,Ponyta,27.9,77,50,85,55,65,65,90,0.2868525896414343,0.7290836653386454,0.3565737051792829,0.5398406374501992,0.48804780876494025,0.7928286852589641,0.9444444444444444,2.91,1.21,31.0,9.9,95.7,0.13707865168539327,0.8157303370786517,0.5887640449438203,0.9056179775280899,0.297752808988764,0.7696629213483146
Zac Gallen,Lapras,87.8,131,130,85,80,85,95,60,0.9780876494023905,0.7290836653386454,0.7091633466135459,0.7529880478087649,0.8446215139442231,0.44621513944223107,6.2063492063492065,3.18,1.06,26.0,5.0,93.6,0.9865168539325843,0.7258426966292135,0.8348314606741574,0.6853932584269663,0.9112359550561797,0.43258426966292135
Jose Hernandez,Arbok,46.5,24,60,85,69,65,79,80,0.44621513944223107,0.7290836653386454,0.5378486055776892,0.5398406374501992,0.6533864541832669,0.6713147410358565,1.037037037037037,3.54,1.11,27.0,6.1,94.8,0.27191011235955054,0.6280898876404495,0.7325842696629213,0.755056179775281,0.8303370786516854,0.6303370786516854
Hunter Harvey,Starmie,54.4,121,60,75,85,100,85,115,0.44621513944223107,0.5557768924302788,0.7629482071713147,0.8784860557768924,0.7729083665338645,0.9661354581673307,1.0341880341880343,3.12,0.99,28.3,7.5,98.6,0.2696629213483146,0.752808988764045,0.9224719101123595,0.8224719101123595,0.6157303370786518,0.9741573033707865
Framber Valdez,Nidoqueen,69.8,31,90,82,87,75,85,76,0.8346613545816733,0.6752988047808764,0.7848605577689243,0.647410358565737,0.7729083665338645,0.6394422310756972,6.43859649122807,2.94,1.10,26.9,6.1,95.5,0.9955056179775281,0.8078651685393259,0.747191011235955,0.744943820224719,0.8303370786516854,0.744943820224719
Ryan Walker,Magmar,63.5,126,65,95,57,100,85,93,0.549800796812749,0.8207171314741036,0.3904382470119522,0.8784860557768924,0.7729083665338645,0.8286852589641435,1.3636363636363635,2.40,1.23,27.0,6.3,95.0,0.43595505617977526,0.9056179775280899,0.5606741573033708,0.755056179775281,0.801123595505618,0.6730337078651686
Max Scherzer,Clefable,100.0,36,95,70,73,85,90,60,0.8904382470119522,0.50199203187251,0.6055776892430279,0.7529880478087649,0.8127490039840638,0.44621513944223107,5.568627450980393,3.99,1.18,27.4,6.7,93.6,0.8651685393258427,0.5269662921348315,0.6325842696629214,0.7719101123595505,0.7404494382022472,0.43258426966292135
Yimi García,Mr. Mime,48.2,122,40,45,65,100,120,90,0.15139442231075698,0.17330677290836655,0.5039840637450199,0.8784860557768924,0.9701195219123506,0.7928286852589641,0.9242424242424242,4.43,1.43,26.3,5.6,95.9,0.10112359550561797,0.4056179775280899,0.27865168539325846,0.701123595505618,0.8662921348314607,0.8123595505617978
Scott McGough,Seadra,55.6,117,55,65,95,95,45,85,0.35856573705179284,0.44621513944223107,0.8346613545816733,0.8326693227091634,0.1952191235059761,0.7310756972111554,1.1349206349206349,3.78,1.09,30.3,9.7,93.7,0.34831460674157305,0.5764044943820225,0.7696629213483146,0.8898876404494382,0.33370786516853934,0.45730337078651684
Chris Stratton,Wartortle,70.3,8,59,63,80,65,80,58,0.40239043824701193,0.39243027888446214,0.7091633466135459,0.5398406374501992,0.6992031872509961,0.4203187250996016,1.2991452991452992,4.09,1.09,26.8,6.3,93.0,0.42696629213483145,0.4887640449438202,0.7696629213483146,0.7348314606741573,0.801123595505618,0.3471910112359551
Eury Pérez,Arcanine,75.2,59,90,110,80,100,80,95,0.8346613545816733,0.9223107569721115,0.7091633466135459,0.8784860557768924,0.6992031872509961,0.848605577689243,4.848484848484849,2.36,1.09,28.4,7.9,97.6,0.6898876404494382,0.9123595505617977,0.7696629213483146,0.8292134831460675,0.5606741573033708,0.9337078651685393
Drew Rasmussen,Feraligatr,85.1,160,85,105,100,79,83,78,0.7888446215139442,0.8944223107569721,0.8764940239043825,0.6693227091633466,0.7450199203187251,0.647410358565737,5.583333333333333,2.62,1.05,26.6,6.2,95.7,0.8674157303370786,0.8764044943820225,0.8573033707865169,0.7191011235955056,0.8224719101123595,0.7696629213483146
